source_file,part_id,dimension_id,nominal_value,unit,measured_feature,tolerance_type,plus,minus,lower_limit,upper_limit,confidence_score,source_page,requires_human_review
Data\AS3580-Bolt.pdf,AS3580-6-82,AS3580-6-82-M,4.125,in,M (Max),limit,,,,,0.4105,6,True
Data\AS3580-Bolt.pdf,AS3580-6-82,AS3580-6-82-N,3.982,in,N (Min),limit,,,,,0.4105,6,True
Data\AS3580-Bolt.pdf,AS3580-6-84,AS3580-6-84-L,5.25,in,L,bilateral,0.01,0.01,,,0.986,6,False
Data\AS3580-Bolt.pdf,AS3580-6-84,AS3580-6-84-M,4.25,in,M (Max),limit,,,,,0.4105,6,True
Data\AS3580-Bolt.pdf,AS3580-6-84,AS3580-6-84-N,4.107,in,N (Min),limit,,,,,0.4105,6,True
Data\AS3580-Bolt.pdf,AS3580-8-52,D1,3.25,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-52,D2,2.0,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-52,D3,1.84,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-54,D4,3.375,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-54,D5,2.125,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-54,D6,1.965,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-56,D7,3.5,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-56,D8,2.25,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-56,D9,2.09,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-58,D10,3.625,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-58,D11,2.375,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-58,D12,2.215,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-60,D13,3.75,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-60,D14,2.5,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-60,D15,2.34,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-62,D16,3.875,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-62,D17,2.625,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-62,D18,2.465,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-64,D19,4.0,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-64,D20,2.75,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-64,D21,2.59,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-66,D22,4.125,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-66,D23,2.875,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-66,D24,2.715,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-68,D25,4.25,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-68,D26,3.0,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-68,D27,2.84,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-70,D28,4.375,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-70,D29,3.125,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-70,D30,2.965,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-72,D31,4.5,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-72,D32,3.25,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-72,D33,3.09,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-74,D34,4.625,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-74,D35,3.375,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-74,D36,3.215,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-76,D37,4.75,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-76,D38,3.5,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-76,D39,3.34,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-78,D40,4.875,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-78,D41,3.625,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-78,D42,3.465,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-80,D43,5.0,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-80,D44,3.75,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-80,D45,3.59,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-82,D46,5.125,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-82,D47,3.875,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-82,D48,3.715,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-84,D49,5.25,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-84,D50,4.0,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-84,D51,3.84,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-86,D52,5.375,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-86,D53,4.125,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-86,D54,3.965,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-88,D55,5.5,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-88,D56,4.25,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-88,D57,4.09,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-90,D58,5.625,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-90,D59,4.375,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-90,D60,4.215,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-92,D61,5.75,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-92,D62,4.5,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-92,D63,4.34,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-94,D64,5.875,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-94,D65,4.625,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-94,D66,4.465,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-96,D67,6.0,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-8-96,D68,4.75,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-8-96,D69,4.59,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-14,D70,0.875,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-14,D71,0.133,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-14,D72,0.03,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-15,D73,0.938,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-15,D74,0.133,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-15,D75,0.03,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-16,D76,1.0,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-16,D77,0.133,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-16,D78,0.03,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-17,D79,1.062,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-17,D80,0.133,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-17,D81,0.03,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-18,D82,1.125,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-18,D83,0.133,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-18,D84,0.03,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-19,D85,1.188,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-19,D86,0.133,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-19,D87,0.03,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-20,D88,1.25,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-20,D89,0.133,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-20,D90,0.03,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-21,D91,1.312,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-21,D92,0.133,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-21,D93,0.03,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-22,D94,1.375,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-22,D95,0.133,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-22,D96,0.03,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-23,D97,1.438,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-23,D98,0.133,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-23,D99,0.03,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-24,D100,1.5,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-24,D101,0.133,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-24,D102,0.03,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-25,D103,1.562,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-25,D104,0.188,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-25,D105,0.03,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-26,D106,1.625,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-26,D107,0.25,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-26,D108,0.079,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-27,D109,1.688,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-27,D110,0.312,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-27,D111,0.142,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-28,D112,1.75,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-28,D113,0.375,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-28,D114,0.204,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-29,D115,1.812,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-29,D116,0.438,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-29,D117,0.266,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-30,D118,1.875,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-30,D119,0.5,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-30,D120,0.329,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-31,D121,1.938,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-31,D122,0.562,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-31,D123,0.392,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-32,D124,2.0,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-32,D125,0.625,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-32,D126,0.454,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-34,D127,2.125,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-34,D128,0.75,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-34,D129,0.579,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-36,D130,2.25,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-36,D131,0.875,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-36,D132,0.704,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-38,D133,2.375,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-38,D134,1.0,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-38,D135,0.829,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-40,D136,2.5,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-40,D137,1.125,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-40,D138,0.954,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-42,D139,2.625,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-42,D140,1.25,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-42,D141,1.079,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-44,D142,2.75,in,L dimension,bilateral,0.01,0.01,,,0.9929999999999999,9,False
Data\AS3580-Bolt.pdf,AS3580-9-44,D143,1.375,in,M dimension,unilateral,0.0,,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-9-44,D144,1.204,in,N dimension,unilateral,,0.0,,,0.986,9,False
Data\AS3580-Bolt.pdf,AS3580-10-44,AS3580-10-44_L,2.75,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-44,AS3580-10-44_M,1.25,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-44,AS3580-10-44_N,1.079,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-46,AS3580-10-46_L,2.875,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-46,AS3580-10-46_M,1.375,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-46,AS3580-10-46_N,1.204,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-48,AS3580-10-48_L,3.0,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-48,AS3580-10-48_M,1.5,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-48,AS3580-10-48_N,1.329,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-50,AS3580-10-50_L,3.125,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-50,AS3580-10-50_M,1.625,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-50,AS3580-10-50_N,1.454,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-52,AS3580-10-52_L,3.25,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-52,AS3580-10-52_M,1.75,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-52,AS3580-10-52_N,1.579,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-54,AS3580-10-54_L,3.375,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-54,AS3580-10-54_M,1.875,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-54,AS3580-10-54_N,1.704,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-56,AS3580-10-56_L,3.5,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-56,AS3580-10-56_M,2.0,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-56,AS3580-10-56_N,1.829,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-58,AS3580-10-58_L,3.625,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-58,AS3580-10-58_M,2.125,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-58,AS3580-10-58_N,1.954,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-60,AS3580-10-60_L,3.75,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-60,AS3580-10-60_M,2.25,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-60,AS3580-10-60_N,2.079,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-62,AS3580-10-62_L,3.875,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-62,AS3580-10-62_M,2.375,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-62,AS3580-10-62_N,2.204,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-64,AS3580-10-64_L,4.0,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-64,AS3580-10-64_M,2.5,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-64,AS3580-10-64_N,2.329,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-66,AS3580-10-66_L,4.125,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-66,AS3580-10-66_M,2.625,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-66,AS3580-10-66_N,2.454,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-68,AS3580-10-68_L,4.25,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-68,AS3580-10-68_M,2.75,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-68,AS3580-10-68_N,2.579,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-70,AS3580-10-70_L,4.375,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-70,AS3580-10-70_M,2.875,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-70,AS3580-10-70_N,2.704,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-72,AS3580-10-72_L,4.5,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-72,AS3580-10-72_M,3.0,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-72,AS3580-10-72_N,2.829,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-74,AS3580-10-74_L,4.625,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-74,AS3580-10-74_M,3.125,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-74,AS3580-10-74_N,2.954,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-76,AS3580-10-76_L,4.75,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-76,AS3580-10-76_M,3.25,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-76,AS3580-10-76_N,3.079,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-78,AS3580-10-78_L,4.875,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-78,AS3580-10-78_M,3.375,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-78,AS3580-10-78_N,3.204,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-80,AS3580-10-80_L,5.0,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-80,AS3580-10-80_M,3.5,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-80,AS3580-10-80_N,3.329,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-82,AS3580-10-82_L,5.125,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-82,AS3580-10-82_M,3.625,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-82,AS3580-10-82_N,3.454,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-84,AS3580-10-84_L,5.25,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-84,AS3580-10-84_M,3.75,in,M,unilateral,0.0,,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-84,AS3580-10-84_N,3.579,in,N,unilateral,,0.0,,,0.9929999999999999,11,False
Data\AS3580-Bolt.pdf,AS3580-10-86,AS3580-10-86_L,5.375,in,L,bilateral,0.01,0.01,,,0.9929999999999999,11,False
